Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
VW,Golf,1.8,Petrol,1991,149439,2021
Toyota,Yaris,1.0,Petrol,2019,12783,23662
Ford,Fiesta,1.2,Petrol,2011,93694,7898
Ford,Fiesta,1.0,Petrol,2009,34408,9298
VW,Golf,2.0,Petrol,1996,201798,1904
Ford,Mondeo,1.6,Petrol,2001,160485,3998
VW,Polo,1.0,Petrol,1995,237425,770
VW,Golf,1.6,Petrol,2016,24772,24140
Porsche,911,2.6,Petrol,2017,29825,89587
Toyota,Yaris,1.0,Hybrid,2014,25641,18961
Toyota,RAV4,2.2,Petrol,2021,17447,59758
Ford,Focus,1.6,Petrol,2001,122130,5491
Porsche,Cayenne,3.0,Petrol,1997,183021,5524
Porsche,911,2.6,Petrol,2004,94440,24753
Toyota,Yaris,1.4,Petrol,1989,117252,1913
Ford,Mondeo,2.0,Diesel,2003,73884,10362
BMW,M5,4.4,Petrol,2004,117191,22991
VW,Passat,1.8,Diesel,2014,54390,24568
VW,Golf,2.0,Petrol,1998,59114,6608
Ford,Focus,2.0,Hybrid,2002,140940,6790
VW,Passat,1.6,Diesel,2004,138758,6469
VW,Golf,1.8,Petrol,1997,162484,2707
VW,Passat,1.6,Diesel,2004,108662,8167
Ford,Focus,1.8,Petrol,2008,89407,11840
BMW,Z4,2.4,Petrol,1996,277013,1377
Ford,Fiesta,1.4,Petrol,2010,95019,7905
Toyota,RAV4,2.4,Hybrid,2001,141717,8438
Ford,Fiesta,1.4,Petrol,2009,59485,9428
VW,Polo,1.6,Diesel,1989,168156,1263
Ford,Fiesta,1.4,Petrol,2020,28081,23757
Porsche,718 Cayman,4.0,Petrol,2014,49542,45842
Toyota,RAV4,2.4,Hybrid,2010,55479,28744
Toyota,RAV4,2.4,Hybrid,1997,248796,2540
VW,Polo,2.0,Petrol,1999,149679,3055
Ford,Fiesta,1.0,Petrol,2009,56920,8101
VW,Golf,1.8,Petrol,2005,132968,5869
VW,Golf,1.4,Diesel,2008,76190,10097
Ford,Fiesta,1.0,Hybrid,2006,132325,4630
VW,Golf,1.6,Petrol,2007,162092,4988
Porsche,718 Cayman,2.4,Petrol,2006,100890,14700
VW,Polo,1.6,Petrol,2018,29614,22613
Toyota,Yaris,1.0,Hybrid,2003,51334,7816
VW,Passat,2.0,Diesel,2010,98902,14641
Toyota,Yaris,1.2,Petrol,2015,88435,12396
VW,Polo,2.0,Diesel,2007,133593,6223
Porsche,Cayenne,4.0,Diesel,2007,121110,21663
Toyota,Yaris,1.2,Petrol,2020,25731,25809
Ford,Mondeo,1.4,Diesel,2019,16436,35769
VW,Polo,1.4,Petrol,1987,210185,683
VW,Polo,1.2,Petrol,2019,19635,22140
Ford,Focus,1.4,Hybrid,2001,172028,4110
Ford,Fiesta,1.4,Petrol,2015,53714,14593
Ford,Fiesta,1.2,Petrol,2011,57883,10077
Porsche,Cayenne,4.0,Petrol,1997,149724,8438
Ford,Mondeo,1.8,Diesel,2016,44509,28253
Ford,Focus,1.0,Diesel,2016,22781,24124
Ford,Fiesta,1.2,Petrol,2007,104545,5589
Ford,Mondeo,2.0,Diesel,2005,112247,8994
Toyota,RAV4,2.0,Hybrid,1996,149153,5196
VW,Golf,2.0,Petrol,1987,214424,934
Toyota,Prius,1.0,Hybrid,2015,12284,28347
Toyota,RAV4,2.0,Hybrid,2018,46665,47262
VW,Polo,1.0,Petrol,2015,43193,13510
Toyota,RAV4,2.0,Hybrid,2017,43904,44966
VW,Polo,1.0,Petrol,1993,306917,351
VW,Passat,1.8,Petrol,1992,260170,1014
BMW,X3,2.0,Diesel,1999,90648,8261
VW,Passat,1.6,Petrol,1993,213048,1572
Toyota,RAV4,1.8,Hybrid,2013,71157,27445
Toyota,Prius,1.4,Hybrid,2001,166279,4479
VW,Golf,1.8,Petrol,2022,7210,41997
BMW,M5,4.4,Petrol,2018,28558,106073
VW,Passat,1.4,Diesel,2008,91031,11346
VW,Golf,1.8,Petrol,1997,228312,1522
Porsche,911,2.2,Petrol,2011,71403,42625
Ford,Fiesta,1.4,Petrol,2003,115240,4267
Ford,Focus,1.6,Petrol,2013,37124,21912
VW,Polo,1.4,Petrol,2005,107117,5320
Toyota,Yaris,1.0,Petrol,1994,217607,973
VW,Golf,2.0,Diesel,2003,173781,4064
VW,Passat,2.0,Diesel,1987,194273,1460
VW,Polo,1.4,Petrol,1999,143513,2687
Ford,Focus,2.0,Petrol,1998,204866,2520
VW,Polo,1.6,Petrol,2010,34772,12875
Toyota,Prius,1.4,Hybrid,1999,133563,5121
Ford,Fiesta,1.4,Petrol,1993,220232,908
BMW,Z4,2.4,Petrol,1994,143474,3932
VW,Passat,1.4,Diesel,2001,252900,1831
Ford,Mondeo,1.8,Diesel,1996,183162,2632
BMW,Z4,3.0,Petrol,2011,55630,25869
VW,Passat,2.0,Diesel,2011,95068,16092
Toyota,RAV4,2.2,Hybrid,1991,203334,2460
VW,Passat,1.6,Diesel,2002,148497,5233
Ford,Focus,1.6,Diesel,1998,189248,2715
Toyota,Yaris,1.2,Petrol,2012,90761,9983
BMW,M5,5.0,Petrol,1992,220609,4619
VW,Golf,1.6,Hybrid,2011,99950,12738
BMW,Z4,3.0,Petrol,2020,24760,56710
BMW,M5,4.0,Petrol,1987,214739,3120
VW,Golf,1.4,Petrol,1997,133625,3020
BMW,X3,2.4,Diesel,2006,154172,8842
Toyota,RAV4,2.0,Hybrid,2009,34616,27883
Ford,Mondeo,1.6,Diesel,2009,106789,10941
Porsche,Cayenne,4.0,Petrol,1992,165863,5289
Toyota,Yaris,1.4,Hybrid,2000,81299,6213
Porsche,911,2.6,Petrol,2007,92426,30674
BMW,X3,3.0,Diesel,2004,65259,16805
Ford,Mondeo,2.0,Diesel,1991,288518,761
Ford,Mondeo,1.4,Diesel,2017,38211,27663
VW,Golf,1.2,Petrol,1992,246166,756
Ford,Fiesta,1.0,Petrol,2001,157914,2247
Ford,Focus,1.4,Petrol,1997,144214,3304
VW,Passat,1.6,Diesel,2016,15746,33200
Ford,Focus,1.4,Diesel,2019,21689,35075
Toyota,Yaris,1.2,Petrol,1993,103482,2565
VW,Golf,1.4,Diesel,2008,126488,6984
VW,Polo,2.0,Petrol,2003,179291,3112
Ford,Focus,1.0,Diesel,2003,150212,4165
Ford,Mondeo,1.8,Diesel,2014,52663,23509
Toyota,RAV4,2.2,Hybrid,1997,48227,12106
Ford,Fiesta,1.4,Petrol,2016,19686,19071
VW,Golf,2.0,Petrol,2000,85492,6322
BMW,Z4,2.4,Petrol,2022,5685,64221
Ford,Focus,1.8,Petrol,2011,51122,18679
Ford,Fiesta,1.0,Petrol,2000,117505,2902
Ford,Fiesta,1.0,Petrol,2000,153587,2179
Toyota,Prius,1.4,Hybrid,2013,38251,25363
VW,Golf,1.4,Diesel,2003,113197,5542
VW,Golf,1.6,Petrol,2019,18716,30492
Toyota,RAV4,2.0,Hybrid,2007,124136,13205
Ford,Mondeo,2.0,Diesel,1996,232431,1791
VW,Polo,1.0,Petrol,1998,127554,2412
Toyota,Prius,1.0,Hybrid,2011,69823,15368
BMW,M5,5.0,Petrol,2015,75406,69028
BMW,X3,2.4,Diesel,2017,28649,44787
Toyota,Yaris,1.4,Hybrid,2018,45797,26017
Ford,Focus,1.4,Petrol,1991,184706,1577
VW,Passat,1.4,Petrol,1991,29749,5167
VW,Passat,2.0,Diesel,2007,135701,9052
Ford,Focus,1.4,Petrol,1998,151292,3334
BMW,M5,5.0,Petrol,2005,42356,43828
Ford,Fiesta,1.2,Petrol,1988,257089,430
VW,Golf,1.4,Petrol,1989,220879,842
VW,Passat,2.0,Diesel,1988,167457,1966
Ford,Focus,2.0,Petrol,2012,71346,18460
VW,Polo,1.6,Petrol,1986,224160,603
Toyota,Prius,1.4,Hybrid,1989,193852,1588
Toyota,RAV4,2.2,Hybrid,2013,84961,27602
VW,Polo,1.2,Petrol,2005,158600,3280
Toyota,Yaris,1.0,Petrol,1995,145212,1935
Toyota,Prius,1.4,Hybrid,2006,128222,8517
Toyota,RAV4,2.4,Hybrid,2019,34815,59423
VW,Passat,1.4,Diesel,2019,22035,36649
VW,Passat,2.0,Diesel,2005,121250,8871
Ford,Mondeo,1.4,Diesel,2003,131404,5680
Ford,Focus,1.4,Petrol,2001,52718,8373
Porsche,Cayenne,2.6,Diesel,1998,158174,7123
Toyota,Yaris,1.4,Hybrid,2015,26744,23833
VW,Golf,2.0,Petrol,2008,136025,7375
Ford,Fiesta,1.4,Petrol,1992,239653,712
Ford,Focus,1.0,Diesel,2006,120077,6463
Toyota,Prius,1.4,Hybrid,2016,51588,28557
Toyota,Prius,1.8,Hybrid,2014,77165,23965
VW,Golf,1.2,Petrol,2000,35036,6783
BMW,X3,2.0,Petrol,2007,115294,11185
VW,Passat,1.8,Diesel,2009,70410,15860
Toyota,Yaris,1.2,Hybrid,2010,108480,9212
Ford,Fiesta,1.4,Petrol,1995,113037,2545
Ford,Focus,1.0,Petrol,2006,149380,4878
BMW,X3,2.0,Diesel,1996,198506,2839
Ford,Mondeo,2.0,Diesel,1993,222692,1602
Toyota,Yaris,1.0,Hybrid,2006,72073,8344
VW,Golf,1.4,Diesel,2012,78406,12984
Toyota,Prius,1.8,Hybrid,2004,140396,7675
BMW,X3,2.4,Petrol,2020,16913,55616
VW,Golf,1.8,Petrol,1999,109775,4704
Ford,Focus,1.4,Petrol,2011,88397,12846
Ford,Focus,1.4,Petrol,1988,208104,1052
Ford,Mondeo,1.6,Diesel,2007,78404,11733
Ford,Mondeo,1.6,Diesel,2013,27887,24053
BMW,X3,3.0,Diesel,1994,88695,7351
BMW,Z4,2.2,Petrol,1992,172095,2599
Toyota,RAV4,2.2,Hybrid,2004,176163,7413
Toyota,RAV4,2.4,Hybrid,1995,53344,10718
Toyota,Yaris,1.2,Petrol,2012,61838,12159
Ford,Fiesta,1.2,Petrol,1998,64297,4063
Porsche,911,2.6,Petrol,2014,75584,55021
Ford,Fiesta,1.2,Petrol,1989,344848,199
Ford,Focus,1.0,Petrol,2001,177526,2762
Toyota,Yaris,1.2,Hybrid,2012,97630,11402
BMW,X3,2.0,Diesel,2020,22096,51814
BMW,X3,2.4,Diesel,2005,87995,13757
VW,Passat,1.6,Diesel,2000,184988,3370
Ford,Focus,2.0,Petrol,2004,147627,6125
Ford,Mondeo,1.8,Diesel,1999,167819,3664
Ford,Focus,2.0,Petrol,2015,59574,24364
VW,Polo,1.0,Diesel,2009,75245,7736
Ford,Fiesta,1.4,Hybrid,2004,122792,5166
BMW,X3,2.0,Diesel,2012,60475,24131
Toyota,Yaris,1.4,Hybrid,1995,193962,1821
Ford,Fiesta,1.2,Petrol,2011,64301,9667
Toyota,Prius,1.0,Hybrid,2010,85758,12890
Ford,Fiesta,1.0,Petrol,2013,83052,8882
Ford,Mondeo,1.8,Hybrid,2013,39482,27250
VW,Passat,1.4,Diesel,2008,98738,10733
Ford,Mondeo,2.0,Diesel,1993,200460,1953
VW,Polo,1.2,Petrol,2001,155201,2584
Ford,Mondeo,1.4,Diesel,1994,294223,737
Porsche,Cayenne,2.6,Petrol,1998,170417,6122
VW,Polo,2.0,Petrol,2000,151494,3217
VW,Polo,1.6,Petrol,2005,55633,8121
Ford,Mondeo,1.8,Diesel,1994,105467,4311
Ford,Fiesta,1.0,Petrol,2013,57585,10532
BMW,X3,2.4,Diesel,1997,148720,5074
Ford,Mondeo,1.4,Hybrid,2022,6732,52560
Toyota,RAV4,2.0,Hybrid,2000,173913,5518
Ford,Fiesta,1.2,Petrol,1992,149528,1447
Ford,Mondeo,1.4,Hybrid,2005,67876,11786
VW,Golf,1.6,Petrol,2017,53598,21728
BMW,Z4,2.2,Petrol,2017,30834,38409
Toyota,Yaris,1.4,Hybrid,1998,156440,3062
Ford,Focus,1.8,Diesel,2001,123813,6037
Toyota,RAV4,1.8,Hybrid,1998,194126,3848
VW,Passat,1.4,Diesel,1993,145808,2746
Ford,Mondeo,1.6,Diesel,2018,27414,33660
Toyota,Prius,1.4,Hybrid,1992,207282,1723
Toyota,Yaris,1.2,Hybrid,2012,65766,14220
Toyota,Prius,1.4,Hybrid,1996,83852,6078
VW,Passat,1.8,Diesel,2000,106498,6743
BMW,M5,5.0,Petrol,2005,123949,24871
BMW,M5,5.0,Petrol,2020,21152,134691
Toyota,Yaris,1.2,Hybrid,1996,169490,2224
Ford,Mondeo,1.6,Hybrid,2009,131434,10351
BMW,M5,4.0,Petrol,1996,130710,11580
BMW,Z4,2.2,Petrol,2019,45897,40127
VW,Golf,1.4,Diesel,1999,149419,3191
Toyota,RAV4,1.8,Petrol,2015,51840,29624
BMW,X3,2.0,Petrol,1985,203868,1238
Ford,Fiesta,1.2,Petrol,2006,77493,6340
Toyota,Prius,1.8,Hybrid,2013,70036,23526
Toyota,Prius,1.4,Hybrid,2016,21161,34170
Ford,Mondeo,2.0,Diesel,2022,8345,54510
Toyota,RAV4,2.4,Hybrid,2006,98942,16359
Ford,Mondeo,1.4,Diesel,1996,167736,2647
Toyota,RAV4,2.0,Petrol,2010,69276,19988
BMW,X3,2.0,Diesel,1991,133207,3517
Toyota,RAV4,1.8,Hybrid,2007,99069,15130
Toyota,RAV4,1.8,Hybrid,2012,43011,30732
VW,Polo,1.0,Petrol,2000,80671,3896
Ford,Fiesta,1.0,Petrol,2017,46544,14736
Toyota,Yaris,1.2,Hybrid,2014,13527,22199
Porsche,911,3.0,Petrol,2005,36704,41542
Toyota,RAV4,2.0,Petrol,2020,23302,51611
Ford,Fiesta,1.0,Petrol,2013,77697,9217
Ford,Fiesta,1.4,Petrol,1994,231782,874
Ford,Focus,1.4,Hybrid,2009,118654,10792
Porsche,718 Cayman,2.0,Petrol,2001,118933,8398
Toyota,Prius,1.8,Hybrid,2000,119176,6944
Ford,Fiesta,1.0,Petrol,1987,240349,428
VW,Polo,2.0,Petrol,2001,92049,5436
Ford,Fiesta,1.4,Petrol,2004,142232,3692
BMW,M5,4.4,Petrol,2006,151991,19935
Porsche,718 Cayman,4.0,Petrol,2017,35278,61033
Toyota,RAV4,2.0,Hybrid,1987,298312,748
BMW,X3,3.0,Diesel,1993,155080,4124
Toyota,Yaris,1.4,Petrol,2001,138930,3594
Ford,Fiesta,1.2,Petrol,2018,34857,18510
Toyota,Prius,1.4,Hybrid,1997,19163,9734
Ford,Mondeo,2.0,Diesel,2004,151949,6151
Ford,Focus,1.4,Diesel,2005,157593,5300
Toyota,RAV4,2.4,Hybrid,2008,87154,20341
Ford,Mondeo,1.4,Petrol,2013,22587,22077
Toyota,Yaris,1.4,Petrol,2018,20003,25188
Ford,Mondeo,1.6,Diesel,1996,204392,2061
Toyota,RAV4,2.4,Petrol,2016,47694,37520
VW,Golf,1.4,Petrol,2004,83461,7005
Toyota,Prius,1.0,Hybrid,2008,78386,11873
VW,Polo,1.2,Petrol,1991,150165,1382
BMW,M5,4.0,Petrol,2012,81854,48358
Toyota,Prius,1.4,Hybrid,2022,7155,54945
Toyota,Yaris,1.0,Hybrid,1994,113422,2788
Porsche,Cayenne,4.0,Diesel,2016,54952,62946
VW,Polo,1.4,Diesel,2020,19029,26930
BMW,Z4,2.2,Petrol,2016,54671,31105
VW,Polo,1.0,Petrol,2006,52291,7009
Ford,Mondeo,1.6,Diesel,1998,99510,5544
VW,Golf,1.6,Hybrid,1995,205481,1850
VW,Polo,1.0,Petrol,1990,119712,1503
Ford,Fiesta,1.4,Petrol,1988,332430,227
Ford,Focus,1.8,Diesel,1998,136072,4488
Toyota,RAV4,1.8,Hybrid,2010,93604,19225
Toyota,Prius,1.8,Hybrid,1999,155496,4863
Ford,Fiesta,1.4,Petrol,2001,116115,3710
Ford,Fiesta,1.2,Petrol,2016,68236,13145
Toyota,RAV4,2.4,Petrol,2009,77119,19427
VW,Passat,2.0,Diesel,2008,79448,14709
BMW,Z4,2.0,Petrol,2004,68915,12148
VW,Golf,2.0,Diesel,2011,41216,18453
VW,Golf,1.6,Petrol,2014,47565,18471
Toyota,Prius,1.8,Hybrid,2003,101953,9653
Toyota,Yaris,1.2,Petrol,2017,39093,19554
Ford,Mondeo,1.6,Diesel,1989,67674,3799
BMW,X3,2.4,Diesel,1992,184158,2699
Toyota,Prius,1.4,Hybrid,1995,201433,2217
VW,Polo,2.0,Petrol,2011,55011,13599
Toyota,RAV4,2.0,Hybrid,2011,87465,22630
Toyota,Yaris,1.0,Petrol,2018,19453,21352
VW,Polo,1.6,Petrol,2009,104548,7568
Ford,Mondeo,1.4,Diesel,2019,27045,33727
BMW,M5,4.0,Petrol,1998,98972,16835
BMW,M5,4.0,Petrol,1994,130738,10132
Toyota,Yaris,1.0,Hybrid,1992,129425,2157
VW,Polo,1.6,Petrol,2016,84142,13978
Ford,Focus,1.6,Petrol,1996,178647,2479
VW,Passat,2.0,Diesel,2017,52241,32062
Toyota,Prius,1.0,Hybrid,2020,11574,39711
Ford,Fiesta,1.2,Petrol,2006,126633,4420
Toyota,Yaris,1.4,Petrol,2010,86456,9729
Toyota,RAV4,2.4,Hybrid,2002,144336,8831
Toyota,RAV4,2.4,Hybrid,2017,31006,53170
Ford,Focus,1.0,Petrol,1992,194937,1304
VW,Polo,1.2,Diesel,1995,213686,1098
Ford,Mondeo,2.0,Diesel,1991,128006,3133
BMW,X3,2.4,Diesel,2002,142960,7421
Ford,Mondeo,1.8,Diesel,1990,100501,3425
Ford,Fiesta,1.2,Petrol,1985,292213,253
VW,Passat,1.8,Diesel,2006,88946,11428
BMW,X3,2.0,Diesel,2021,12180,58449
Toyota,RAV4,2.4,Hybrid,1992,201663,2788
BMW,Z4,2.4,Petrol,2008,144738,9898
Porsche,718 Cayman,2.0,Petrol,2002,43128,15149
Ford,Fiesta,1.4,Petrol,1990,165745,1196
Ford,Fiesta,1.2,Petrol,2010,75848,8372
VW,Polo,1.0,Petrol,1988,205643,643
VW,Golf,1.8,Petrol,2013,60049,16939
VW,Golf,1.8,Diesel,2018,37169,28600
BMW,Z4,3.0,Petrol,2012,65239,25986
Toyota,Prius,1.4,Hybrid,2008,64768,15395
VW,Polo,2.0,Petrol,2008,34643,12607
Ford,Fiesta,1.0,Petrol,2005,152119,3078
VW,Passat,1.6,Diesel,2003,142700,5863
Toyota,RAV4,2.0,Hybrid,1993,259192,1613
VW,Golf,1.2,Diesel,2014,45248,17037
Toyota,Yaris,1.0,Petrol,2014,24463,15906
Ford,Fiesta,1.4,Hybrid,1995,127386,2735
VW,Passat,1.4,Diesel,1990,195667,1474
VW,Passat,1.6,Petrol,2012,66246,17882
Toyota,Yaris,1.2,Petrol,2006,85826,6929
Ford,Fiesta,1.2,Petrol,2002,109764,3852
Ford,Focus,1.0,Petrol,2020,15296,31251
VW,Golf,2.0,Diesel,2002,112623,6224
Ford,Mondeo,2.0,Petrol,2008,100786,11393
BMW,Z4,3.0,Petrol,2022,7052,71296
Ford,Focus,1.6,Petrol,2013,68059,18041
Ford,Fiesta,1.0,Petrol,2022,6316,25820
Porsche,718 Cayman,4.0,Petrol,2018,29509,67461
VW,Polo,1.4,Petrol,1999,119588,3245
Ford,Mondeo,1.8,Diesel,1986,311900,414
Porsche,Cayenne,2.6,Diesel,2001,178378,7337
VW,Golf,2.0,Petrol,1995,184303,2075
VW,Golf,1.2,Hybrid,2000,60800,6942
VW,Polo,1.6,Petrol,1993,222634,975
Toyota,Prius,1.8,Hybrid,1985,172971,1651
Toyota,Yaris,1.0,Petrol,2010,80408,8576
Toyota,Prius,1.0,Hybrid,2010,50482,16290
VW,Polo,1.2,Petrol,2005,92320,5487
Ford,Fiesta,1.4,Petrol,2006,8500,10395
VW,Golf,1.4,Petrol,2014,26903,19526
Ford,Focus,1.0,Diesel,2007,125693,6615
Toyota,Prius,1.4,Hybrid,2017,40671,32640
VW,Golf,1.6,Petrol,2020,14994,33258
Toyota,RAV4,2.4,Hybrid,1998,111655,8733
Ford,Mondeo,1.8,Hybrid,2006,112672,10390
VW,Polo,1.0,Petrol,2001,199845,1610
BMW,X3,3.0,Diesel,1998,90328,9487
Toyota,Prius,1.0,Hybrid,2017,35136,28507
Porsche,Cayenne,3.5,Diesel,2020,1500,104240
Ford,Mondeo,1.4,Diesel,1998,172904,2896
Ford,Fiesta,1.0,Petrol,2012,64070,9447
Ford,Focus,1.0,Petrol,1995,134997,2631
Toyota,Yaris,1.4,Petrol,1994,218426,1142
Ford,Fiesta,1.2,Petrol,1999,156051,2188
Ford,Focus,1.8,Petrol,1994,215820,1661
Ford,Mondeo,2.0,Diesel,2006,144141,7491
Ford,Focus,2.0,Petrol,2003,136930,6246
Toyota,Yaris,1.4,Hybrid,2001,134748,4459
Ford,Mondeo,1.4,Diesel,1992,136129,2628
Toyota,RAV4,2.4,Hybrid,2010,60011,27922
Ford,Focus,1.0,Hybrid,2000,228168,1983
VW,Passat,2.0,Diesel,1991,128477,3298
Ford,Mondeo,1.6,Diesel,2000,180366,3319
Toyota,RAV4,2.2,Hybrid,1997,111548,7829
Ford,Focus,2.0,Petrol,1991,150968,2505
VW,Polo,1.0,Petrol,2016,33410,15306
Toyota,Prius,1.0,Hybrid,2008,51808,14139
Ford,Mondeo,1.8,Hybrid,2001,132928,6365
VW,Polo,2.0,Petrol,1999,181071,2347
VW,Passat,2.0,Diesel,1998,150754,4399
Toyota,Yaris,1.2,Petrol,1996,187415,1590
Ford,Fiesta,1.2,Hybrid,1993,133596,2110
Ford,Fiesta,1.4,Petrol,2004,98489,5167
Toyota,Yaris,1.4,Petrol,1987,316594,286
VW,Passat,1.8,Diesel,1999,215317,2560
Toyota,RAV4,2.4,Petrol,2011,93805,19746
Porsche,718 Cayman,2.4,Petrol,2003,109064,11328
BMW,Z4,2.2,Petrol,2001,192183,3984
Ford,Focus,1.6,Petrol,2016,27362,28322
VW,Golf,1.8,Diesel,2015,55535,20919
VW,Golf,1.6,Petrol,2019,23400,29713
VW,Golf,1.6,Diesel,2010,71833,12703
Ford,Fiesta,1.2,Petrol,2005,179379,2681
VW,Polo,2.0,Petrol,1998,230711,1414
BMW,Z4,2.2,Petrol,2010,68387,19074
Toyota,RAV4,2.4,Hybrid,2016,44500,45914
Ford,Focus,1.8,Petrol,2006,49312,13536
VW,Passat,1.6,Diesel,2019,28888,37695
Toyota,Prius,1.8,Hybrid,1985,232092,980
Ford,Mondeo,1.4,Diesel,2003,125810,5935
VW,Passat,2.0,Petrol,2012,58312,21052
VW,Polo,1.6,Petrol,2004,47244,8007
VW,Polo,2.0,Petrol,2020,20110,30473
Toyota,Yaris,1.2,Hybrid,1994,199030,1508
Toyota,RAV4,2.2,Hybrid,2006,137264,11684
VW,Passat,1.6,Diesel,1997,204379,2328
Ford,Mondeo,1.6,Diesel,2009,131851,9027
Ford,Focus,1.4,Petrol,1995,106494,3876
Ford,Fiesta,1.2,Petrol,2019,28524,20524
Ford,Focus,1.4,Hybrid,2017,31988,33093
Ford,Focus,1.0,Diesel,2005,98140,7125
Ford,Fiesta,1.2,Petrol,1991,225698,700
Ford,Focus,1.8,Petrol,2017,37965,30193
VW,Passat,1.8,Diesel,2014,70262,22156
Ford,Mondeo,1.4,Diesel,1987,224569,883
Ford,Focus,1.8,Diesel,2008,32647,17951
VW,Passat,1.8,Petrol,1999,91069,6722
Ford,Mondeo,1.8,Hybrid,2000,167259,4498
VW,Polo,1.0,Petrol,2008,61705,7542
BMW,M5,4.4,Petrol,1996,216993,5844
VW,Polo,1.6,Petrol,2013,42338,15033
VW,Passat,1.4,Diesel,2019,31167,34802
Porsche,718 Cayman,2.4,Petrol,2001,92725,11175
Ford,Mondeo,2.0,Diesel,2011,79926,16949
VW,Golf,1.4,Hybrid,2000,171292,3250
VW,Passat,1.8,Diesel,1990,98121,3682
VW,Golf,1.4,Petrol,1990,101894,2414
Porsche,Cayenne,2.6,Diesel,2003,145023,11072
Toyota,Prius,1.8,Hybrid,2010,42527,22950
Ford,Fiesta,1.0,Petrol,1986,300179,229
Toyota,Prius,1.8,Hybrid,1997,151020,4415
Ford,Fiesta,1.4,Petrol,2018,32754,20240
Ford,Mondeo,2.0,Diesel,2007,88401,12235
VW,Golf,1.2,Petrol,2003,44228,7842
Toyota,Prius,1.0,Hybrid,1989,110628,2652
Ford,Fiesta,1.0,Petrol,1988,157834,945
VW,Polo,2.0,Diesel,1984,256228,462
VW,Polo,2.0,Petrol,1992,327016,383
Ford,Focus,1.8,Petrol,2007,156107,6620
Toyota,Yaris,1.4,Petrol,2016,30723,20753
Ford,Focus,1.8,Petrol,2012,78366,16698
Toyota,RAV4,1.8,Hybrid,2000,221068,3461
Ford,Focus,1.8,Petrol,2019,23578,37482
VW,Golf,1.6,Petrol,2016,29366,23519
VW,Golf,1.8,Petrol,1993,204831,1439
VW,Golf,1.8,Petrol,1999,126187,4149
VW,Passat,1.8,Diesel,2010,25297,22394
Porsche,718 Cayman,2.0,Petrol,1989,17000,7399
VW,Passat,1.4,Diesel,2007,82755,11252
Toyota,RAV4,1.8,Hybrid,2000,29805,14928
Toyota,Yaris,1.2,Petrol,2014,62068,13872
BMW,Z4,2.2,Petrol,1999,66044,9304
VW,Polo,2.0,Petrol,1984,300318,290
VW,Passat,1.8,Diesel,2000,154253,4634
VW,Golf,1.6,Petrol,1995,148328,2511
Toyota,Prius,1.0,Hybrid,2000,158276,3786
Toyota,Yaris,1.4,Hybrid,2016,51832,21933
Toyota,RAV4,1.8,Hybrid,1993,148945,4043
VW,Golf,2.0,Petrol,2012,53944,17368
Toyota,RAV4,1.8,Hybrid,2014,26084,38774
BMW,Z4,2.2,Petrol,1993,130330,3911
Toyota,RAV4,2.4,Hybrid,2019,9708,68314
Toyota,RAV4,1.8,Petrol,2004,69129,12723
Ford,Mondeo,1.4,Diesel,2011,80787,14096
Ford,Fiesta,1.0,Petrol,2013,22191,13015
Ford,Focus,1.8,Diesel,2012,77365,17654
Toyota,Prius,1.8,Hybrid,2012,62428,23142
VW,Polo,1.4,Petrol,1993,238030,793
VW,Golf,1.6,Petrol,1988,229431,779
Toyota,RAV4,2.0,Hybrid,2006,108302,13936
Ford,Fiesta,1.2,Petrol,1999,147936,2338
Ford,Mondeo,1.4,Diesel,2000,197828,2667
BMW,M5,4.0,Petrol,2011,80607,45632
Toyota,RAV4,2.4,Hybrid,1987,279370,980
Ford,Fiesta,1.0,Petrol,2014,22213,13911
VW,Polo,1.4,Petrol,1990,146951,1434
Toyota,Prius,1.4,Hybrid,1995,154365,3315
Ford,Focus,1.0,Diesel,2005,101476,6954
Ford,Mondeo,1.6,Petrol,1992,199221,1574
VW,Polo,1.6,Petrol,1986,274051,380
Ford,Focus,2.0,Petrol,2020,16189,43983
VW,Passat,1.6,Petrol,2004,72902,10034
Ford,Fiesta,1.0,Diesel,2019,30415,19461
Toyota,Yaris,1.0,Hybrid,2013,35982,16712
BMW,Z4,2.4,Petrol,2005,54799,15591
VW,Passat,1.6,Diesel,1996,192128,2426
Toyota,Yaris,1.4,Hybrid,2006,118032,7090
VW,Golf,1.8,Diesel,1993,253325,973
Porsche,911,2.2,Petrol,1997,116058,12165
VW,Polo,2.0,Petrol,2004,103532,6108
VW,Passat,1.4,Diesel,2003,116002,6762
BMW,Z4,2.2,Petrol,1994,147950,3630
BMW,Z4,2.4,Petrol,2010,80625,18336
Ford,Fiesta,1.0,Petrol,2012,65100,9383
Toyota,Yaris,1.4,Hybrid,2006,95049,8411
VW,Polo,1.2,Petrol,2020,13399,24478
VW,Golf,1.4,Hybrid,1993,200169,1587
BMW,Z4,2.4,Petrol,1997,195638,3092
VW,Passat,2.0,Petrol,2008,116754,10681
VW,Polo,1.0,Diesel,2004,98432,4708
VW,Polo,1.2,Petrol,2018,32728,19235
Toyota,RAV4,2.4,Hybrid,2009,131873,15557
Porsche,718 Cayman,4.0,Petrol,2014,63923,41822
